6.527,8e-05
6.627,0.00744
6.727,2.18536
6.827,10.33608
6.927,9.6832
7.027,6.6368
7.127,0.1088
7.227,0.7616
7.327,2.5024
7.427,3.9168
7.527,0.4352
7.627,0.4352
7.727,0.8848
7.827,0.7616
7.927,2.5024
8.027,8.704
8.127,11.424
8.227,8.8128
8.327,13.4912
8.427,12.2944
8.527,8.16
8.627,13.056
8.727,13.06528
8.827,11.0976
8.927,10.2272
9.027,14.3616
9.127,12.0768
9.227,11.0976
9.327,15.3408
9.427,12.9472
9.527,15.776
9.627,15.776
9.727,14.58848
9.827,15.4496
9.927,15.232
10.027,14.3616
10.127,14.4704
10.227,14.2528
10.327,15.6672
10.427,12.7296
10.527,7.9424
10.627,8.16
10.727,15.89408
10.827,8.0512
10.927,8.16
11.027,9.4656
11.127,6.9632
11.227,8.9216
11.327,8.3776
11.427,9.4656
11.527,9.248
11.627,15.4496
11.727,8.82208
11.827,9.6832
11.927,17.0816
12.027,9.0304
12.127,8.8128
12.227,10.4448
12.327,9.3568
12.427,9.3568
12.527,17.5168
12.627,10.2272
12.727,9.25728
12.827,12.0768
12.927,10.2272
13.027,7.3984
13.127,0.0
13.227,3.3728
13.327,0.0
13.427,3.0464
13.527,0.544
13.627,8.0512
13.727,5.88448
13.827,6.8544
13.927,5.7664
14.027,5.3312
14.127,5.8752
14.227,8.0512
14.327,6.528
14.427,5.3312
14.527,5.2224
14.627,5.3312
14.727,5.55808
14.827,6.528
14.927,10.88
15.027,5.7664
15.127,5.44
15.227,7.3984
15.327,7.7248
15.427,11.0976
15.527,5.8752
15.627,5.7664
15.727,6.31968
15.827,11.424
15.927,6.0928
16.027,6.0928
16.127,12.1856
16.227,6.3104
16.327,6.3104
16.427,6.4192
16.527,12.8384
16.627,6.8544
16.727,6.53728
16.827,6.8544
16.927,11.968
17.027,8.0512
17.127,6.8544
17.227,8.0512
17.327,8.9216
17.427,11.7504
17.527,7.5072
17.627,7.616
17.727,7.40768
17.827,7.2896
17.927,7.3984
18.027,8.16
18.127,14.5792
18.227,7.616
18.327,8.16
18.427,8.2688
18.527,15.3408
18.627,8.0512
18.727,8.16928
18.827,9.5744
18.927,12.9472
19.027,10.6624
19.127,9.248
19.227,9.3568
19.327,16.864
19.427,8.5952
19.527,8.5952
19.627,10.2272
19.727,15.89408
19.827,8.8128
19.927,8.9216
20.027,8.704
20.127,10.5536
20.227,10.2272
20.327,16.6464
20.427,9.5744
20.527,2.9376
20.627,3.1552
20.727,0.0
20.827,9.58368
20.927,11.0976
21.027,7.072
21.127,13.1648
21.227,9.248
21.327,12.8384
21.427,7.3984
21.527,8.8128
21.627,9.0304
21.727,15.45888
21.827,10.5536
21.927,8.4864
22.027,8.5952
22.127,16.864
22.227,8.5952
22.327,9.4656
22.427,8.9216
22.527,8.9216
22.627,9.9008
22.727,10.23648
22.827,16.1024
22.927,9.0304
23.027,10.7712
23.127,14.9056
23.227,11.5328
23.327,17.6256
23.427,9.4656
23.527,9.248
23.627,10.4448
23.727,15.13248
23.827,6.2016
23.927,9.3568
24.027,9.3568
24.127,9.248
24.227,10.1184
24.327,4.5696
24.427,12.2944
24.527,9.4656
24.627,10.88
24.727,17.85248
24.827,9.5744
24.927,14.5792
25.027,15.776
25.127,9.3568
25.227,10.7712
25.327,11.8592
25.427,15.0144
25.527,10.336
25.627,9.9008
25.727,12.52128
25.827,16.864
25.927,9.9008
26.027,10.1184
26.127,16.4288
26.227,13.6
26.327,10.2272
26.427,10.336
26.527,16.7552
26.627,14.4704
26.727,10.34528
26.827,10.6624
26.927,12.512
27.027,19.4752
27.127,10.7712
27.227,10.9888
27.327,13.6
27.427,19.1488
27.527,10.88
27.627,11.6416
27.727,12.08608
27.827,21.9776
27.927,11.6416
28.027,11.424
28.127,0.0
28.227,9.3568
28.327,11.6416
28.427,11.8592
28.527,10.2272
28.627,11.6416
28.727,10.5536
28.827,2.07648
28.927,1.5232
29.027,0.8704
29.127,13.9264
29.227,14.144
29.327,14.688
29.427,13.056
29.527,15.776
29.627,21.76
29.727,14.15328
29.827,14.4704
29.927,20.8896
30.027,18.0608
30.127,19.4752
30.227,18.0608
30.327,19.9104
30.427,26.4384
30.527,16.5376
30.627,17.5168
30.727,26.12128
30.827,26.0032
30.927,18.7136
31.027,19.1488
31.127,22.304
